authors,publication_date,research_orgs,product_type,article_type,journal_name
"""Boglaienko, Daria [BATTELLE (PACIFIC NW LAB)]"",""Qafoku, Odeta [BATTELLE (PACIFIC NW LAB)]"",""Kukkadapu, Ravi K. [BATTELLE (PACIFIC NW LAB)] (ORCID:000000019763156X)"",""Kovarik, Libor [BATTELLE (PACIFIC NW LAB)]"",""Katsenovich, Yelena [Florida International University]"",""Cherkasov, Denis E. [BATTELLE (PACIFIC NW LAB)]"",""Emerson, Hilary P. [BATTELLE (PACIFIC NW LAB)]"",""Levitskaia, Tatiana G. [BATTELLE (PACIFIC NW LAB)] (ORCID:0000000262173105)""",2021-01-01T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Journal Article,,Environmental Science Nano
"""Ge, Xiaoxuan"",""Thorgersen, Michael P."",""Poole, II, Farris L."",""Deutschbauer, Adam M."",""Chandonia, John-Marc"",""Novichkov, Pavel S."",""Gushgari-Doyle, Sara"",""Lui, Lauren M."",""Nielsen, Torben"",""Chakraborty, Romy"",""Adams, Paul D."",""Arkin, Adam P."",""Hazen, Terry C."",""Adams, Michael W. W.""",2020-10-19T00:00:00Z,"""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)""",Journal Article,Published Article,Frontiers in Microbiology
"""Nelson, A. G. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Kasam-Griffith, A. A. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Atz, M. I. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Heidet, F. [Argonne National Lab. (ANL), Argonne, IL (United States)]""",2021-01-01T00:00:00Z,"""Argonne National Lab. (ANL), Argonne, IL (United States)""",Technical Report,,
"""Mertyurek, Ugur [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000299837809)"",""Jessee, Matthew A. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000329544995)"",""Betzler, Benjamin R. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000184259711)""",2020-11-06T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Annals of Nuclear Energy (Oxford)
"""Shen, Nannan [Soochow Univ., Suzhou (China). Collaborative Innovation
Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]"",""Yang, Zaixing [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection] (ORCID:0000000335216867)"",""Liu, Shengtang [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]"",""Dai, Xing [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection] (ORCID:0000000306830753)"",""Xiao, Chengliang [Zhejiang Univ., Hangzhou (China). College of Chemical and Biological Engineering]"",""Taylor-Pashow, Kathryn [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)] (ORCID:0000000219860866)"",""Li, Dien [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]"",""Yang, Chuang [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]"",""Li, Jie [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]"",""Zhang, Yugang [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]"",""Zhang, Mingxing [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]"",""Zhou, Ruhong [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]"",""Chai, Zhifang [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]"",""Wang, Shuao [Soochow Univ., Suzhou (China). Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions. School for Radiological and Interdisciplinary Sciences (RAD-X). tate Key Lab. of Radiation Medicine and Protection]""",2020-11-04T00:00:00Z,"""Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)""",Journal Article,Accepted Manuscript,Nature Communications
"""Klein, Spencer (ORCID:0000000328416553)"",""Mueller, A. H."",""Xiao, Bo-Wen"",""Yuan, Feng""",2020-11-13T00:00:00Z,"""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)""",Journal Article,Published Article,Physical Review D
"""Jovanovic, Slobodan V. [Canadian Nuclear Safety Commission Laboratory]"",""Weber, Peter K. [Lawrence Livermore National Laboratory]"",""Pidduck, Allan [Atomic Weapons Establishment]"",""Gaffney, Amy M. [Lawrence Livermore National Laboratory]"",""Girard, Pascal [Commissariat a l'energie atomique et aux energies alternatives, France, Centre DAM-lie de]"",""Pointurier, Fabien [Commissariat a l'Energie Atomique et aux Energies Alternatives]"",""Hedberg, Magnus [Author]"",""Simons, Andy [Atomic Weapons Establishment]"",""Stebelkov, Vladimir [Laboratory fo Microparticle Analysis, Moscow, Russia]"",""Kell, Tara [Canadian Nuclear Safety Commission Laboratory ON, Canada]"",""Knight, Kim B. [Lawrence Livermore National Laboratory]"",""Parsons-Davis, Tashi [Author]"",""Kristo, M J. [Lawrence Livermore National Laboratory]"",""Williams, Ross W. [Author]"",""Treinen, Kerri C. [Lawrence Livermore National Laboratory]"",""Montgomery, Neil J. [Author]"",""King, Josh [Author]"",""Wickenden, Amethyst [Author]"",""Knight, Darrell [Atomic Weapons Establishment Aldermaston, Reading, United Kingdom]"",""Faure, Anne Laure [Author]"",""Hubert, Amelie [Author]"",""Albert, Noelle [Author]"",""Vincent, Marie-Christine [Author]"",""Wallenius, Maria [European Commission, Institute for Transuranium Elements]"",""Elantyev, Ivan [Author]"",""Zhizhin, Kirill [Laboratory for Microparticle Analysis, Moscow, Russia]"",""Schwantes, Jon M. [BATTELLE (PACIFIC NW LAB)] (ORCID:0000000322728468)"",""Marsden, Olivia [Atomic Weapons Establishment, United Kingdom]"",""Taylor, Fiona [AWE]""",2020-12-01T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Journal Article,,Journal of Radioanalytical and Nuclear Chemistry
"""Greaney, Allison T. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000285000696)"",""Smith, Susan K. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000263845743)"",""Venkataraman, Ramkumar [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:000000020098501X)"",""Fugate, Glenn A. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:000000017100690X)"",""Richards, Jason [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)]"",""Swinhoe, Martyn T. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Vo, Duc T. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Jeffcoat, Ron D. [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]""",2020-12-01T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,ESARDA Bulletin
"""Greer, Samuel M. [Florida State Univ., Tallahassee, FL (United States). National High Magnetic Field Lab. (MagLab)] (ORCID:0000000182253252)"",""Gramigna, Kathryn M. [Brandeis Univ., Waltham, MA (United States)]"",""Thomas, Christine M. [The Ohio State Univ., Columbus, OH (United States)] (ORCID:0000000150090479)"",""Stoian, Sebastian A. [Univ. of Idaho, Moscow, ID (United States)] (ORCID:0000000333627697)"",""Hill, Stephen [Florida State Univ., Tallahassee, FL (United States). National High Magnetic Field Lab. (MagLab)] (ORCID:0000000167423620)""",2020-11-30T00:00:00Z,"""The Ohio State Univ., Columbus, OH (United States)""",Journal Article,Accepted Manuscript,Inorganic Chemistry
"""Lee, Donghwi [Univ. of Wisconsin, Madison, WI (United States). Dept. of Mechanical Engineering]"",""Elward, Barret [Univ. of Wisconsin, Madison, WI (United States). Dept. of Mechanical Engineering]"",""Brooks, Paul [Univ. of Wisconsin, Madison, WI (United States). Dept. of Mechanical Engineering]"",""Umretiya, Rajnikant [Virginia Commonwealth Univ., Richmond, VA (United States). Dept. of Mechanical and Nuclear Engineering]"",""Rojas, Jessika [Virginia Commonwealth Univ., Richmond, VA (United States). Dept. of Mechanical and Nuclear Engineering]"",""Bucci, Matteo [Massachusetts Inst. of Technology (MIT), Cambridge, MA (United States). Dept. of Nuclear Science and Engineering]"",""Rebak, Raul B. [GE Global Research, Schenectady, NY (United States)]"",""Anderson, Mark [Univ. of Wisconsin, Madison, WI (United States). Dept. of Mechanical Engineering]""",2020-11-30T00:00:00Z,"""Univ. of Wisconsin, Madison, WI (United States)""",Journal Article,Accepted Manuscript,Applied Thermal Engineering
"""Kelly, Dennis [Idaho National Lab. (INL), Idaho Falls, ID (United States)]""",2021-04-01T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)"",""Nevada National Security Site (NNSS), North Las Vegas, NV (United States)""",Technical Report,,
"""Servis, Michael J. [Argonne National Lab. (ANL), Argonne, IL (United States); Washington State Univ., Pullman, WA (United States)] (ORCID:0000000224041865)"",""Piechowicz, Marek [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Shkrob, Ilya A. [Argonne National Lab. (ANL), Argonne, IL (United States)] (ORCID:0000000288518220)"",""Soderholm, L. [Argonne National Lab. (ANL), Argonne, IL (United States)] (ORCID:0000000344352721)"",""Clark, Aurora E. [Washington State Univ., Pullman, WA (United States); Pacific Northwest National Lab. (PNNL), Richland, WA (United States)]""",2020-11-17T00:00:00Z,"""Argonne National Lab. (ANL), Argonne, IL (United States)""",Journal Article,Accepted Manuscript,"Journal of Physical Chemistry. B, Condensed Matter, Materials, Surfaces, Interfaces and Biophysical Chemistry"
"""Suslova, Klara G. [Southern Urals Biophysics Institute (SUBI), Ozyorsk, (Russian Federation)]"",""Efimov, Alexander V. [Southern Urals Biophysics Institute (SUBI), Ozyorsk, (Russian Federation)]"",""Sokolova, Alexandra B. [Southern Urals Biophysics Institute (SUBI), Ozyorsk, (Russian Federation)]"",""Napier, Bruce A. [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)] (ORCID:0000000275304151)"",""Miller, Scott C. [Univ. of Utah, Salt Lake City, UT (United States)]""",2020-11-13T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Journal Article,Accepted Manuscript,PLoS ONE
"""Bai, Xiaojian [Georgia Inst. of Technology, Atlanta, GA (United States). School of Physics] (ORCID:000000023974626X)"",""Zhang, Shang-Shun [Univ. of Tennessee, Knoxville, TN (United States). Dept. of Physics and Astronomy]"",""Dun, Zhiling [Georgia Inst. of Technology, Atlanta, GA (United States). School of Physics]"",""Zhang, Hao [Univ. of Tennessee, Knoxville, TN (United States). Dept. of Physics and Astronomy; Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Materials Science and Technology Division]"",""Huang, Qing [Univ. of Tennessee, Knoxville, TN (United States). Dept. of Physics and Astronomy] (ORCID:0000000280312578)"",""Zhou, Haidong [Univ. of Tennessee, Knoxville, TN (United States). Dept. of Physics and Astronomy] (ORCID:0000000215951912)"",""Stone, Matthew B. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Neutron Scattering Division] (ORCID:0000000178849715)"",""Kolesnikov, Alexander I. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Neutron Scattering Division] (ORCID:0000000319404649)"",""Ye, Feng [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Neutron Scattering Division] (ORCID:0000000174774648)"",""Batista, Cristian D. [Univ. of Tennessee, Knoxville, TN (United States). Dept. of Physics and Astronomy] (ORCID:0000000316673667)"",""Mourigal, Martin [Georgia Inst. of Technology, Atlanta, GA (United States). School of Physics] (ORCID:0000000327728440)""",2021-01-04T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Nature Physics
"""Louie, Christina A. [WASHINGTON STATE UNIV]"",""Morrison, Erin C. [BATTELLE (PACIFIC NW LAB)]"",""Thomas, May-Lin [PNNL]"",""Arrigo, Leah M. [BATTELLE (PACIFIC NW LAB)]"",""Seiner, Brienne N. [BATTELLE (PACIFIC NW LAB)]""",2020-12-01T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Journal Article,,Journal of Radioanalytical & Nuclear Chemistry
"""Sanchez, Rene Gerardo [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Grove, Travis Justin [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Cutler, Theresa Elizabeth [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000249772824)""",2021-01-08T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Technical Report,,
"""Mohamad, Afiqa [Rensselaer Polytechnic Inst., Troy, NY (United States)]"",""Yao, Tiankai [Idaho National Lab. (INL), Idaho Falls, ID (United States)]"",""Gong, Bowen [Rensselaer Polytechnic Inst., Troy, NY (United States)]"",""Harp, Jason [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000253458440)"",""Wagner, Adrian R. [Idaho National Lab. (INL), Idaho Falls, ID (United States)]"",""Nelson, Andrew T. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000240713502)"",""Lian, Jie [Rensselaer Polytechnic Inst., Troy, NY (United States)]""",2020-09-25T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)"",""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Journal Article,Accepted Manuscript,Journal of Alloys and Compounds
"""Mihalczo, John T. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000254292681)""",2020-12-01T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Technical Report,,
"""Lentz, Meghan K. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Coe, Joshua D. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Velizhanin, Kirill A. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000306451112)""",2020-11-04T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,AIP Conference Proceedings
"""Sondrup, A Jeffrey [Idaho National Laboratory] (ORCID:0000000342606943)"",""Jacobson, Jonathan D [Idaho National Laboratory]"",""Mayer, James E [Idaho National Laboratory]"",""Prather, Allen R [Idaho National Laboratory] (ORCID:0000000202276321)""",2021-03-01T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Program Document,,
"""Hardin, W. [Pantex Plant (PTX), Amarillo, TX (United States)]""",2021-01-01T00:00:00Z,"""Pantex Plant (PTX), Amarillo, TX (United States)""",Technical Report,,
,2020-12-31T00:00:00Z,"""Bettis Atomic Power Laboratory (BAPL), West Mifflin, PA (United States). Fluor Marine Propulsion, LLC""",Technical Report,,
"""Brown, M. Alex [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Servis, Anna [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Tkac, Peter [Argonne National Lab. (ANL), Argonne, IL (United States)]""",2020-12-01T00:00:00Z,"""Argonne National Lab. (ANL), Argonne, IL (United States)""",Technical Report,,
"""Bagus, Paul S. [Univ. of North Texas, Denton, TX (United States)] (ORCID:0000000349315217)"",""Nelin, Connie J. [Univ. of Texas, Austin, TX (United States)]"",""Brundle, Christopher R. [C. R. Brundle and Associates, Soquel, CA (United States)]"",""Vincent Crist, B. [The XPS Library, Salem, OR (United States)]"",""Lahiri, Nabajit [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)]"",""Rosso, Kevin M. [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)] (ORCID:0000000284747720)""",2020-11-17T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Journal Article,Accepted Manuscript,Journal of Chemical Physics
"""Sujanani, Rahul [McKetta Department of Chemical Engineering, The University of Texas at Austin, 200 East Dean Keeton Street, Austin, Texas 78712, United States] (ORCID:0000000217456624)"",""Landsman, Matthew R. [Department of Civil, Architectural, and Environmental Engineering, The University of Texas at Austin, 301 East Dean Keeton Street, Austin, Texas 78712, United States] (ORCID:0000000248031645)"",""Jiao, Sally [Department of Chemical Engineering, The University of California Santa Barbara, 3357 Engineering II, Santa Barbara, California 93106, United States] (ORCID:0000000317290414)"",""Moon, Joshua D. [Department of Chemical Engineering, The University of California Santa Barbara, 3357 Engineering II, Santa Barbara, California 93106, United States] (ORCID:0000000244022362)"",""Shell, M. Scott [Department of Chemical Engineering, The University of California Santa Barbara, 3357 Engineering II, Santa Barbara, California 93106, United States] (ORCID:0000000204391534)"",""Lawler, Desmond F. [Department of Civil, Architectural, and Environmental Engineering, The University of Texas at Austin, 301 East Dean Keeton Street, Austin, Texas 78712, United States]"",""Katz, Lynn E. [Department of Civil, Architectural, and Environmental Engineering, The University of Texas at Austin, 301 East Dean Keeton Street, Austin, Texas 78712, United States]"",""Freeman, Benny D. [McKetta Department of Chemical Engineering, The University of Texas at Austin, 200 East Dean Keeton Street, Austin, Texas 78712, United States] (ORCID:0000000327797788)""",2020-11-08T00:00:00Z,"""Univ. of Texas, Austin, TX (United States)""",Journal Article,Published Article,ACS Macro Letters
"""Fulvio, Pasquale Fernando"",""Dai, Sheng""",2020-12-01T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Published Article,Chem
"""Zhu, Xiang-Kun [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of Geology] (ORCID:0000000284076883)"",""Benefield, Jacqueline [US Geological Survey, Reston, VA (United States)] (ORCID:0000000191242424)"",""Coplen, Tyler B. [US Geological Survey, Reston, VA (United States)] (ORCID:0000000348846008)"",""Gao, Zhaofu [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of Geology] (ORCID:0000000171106126)"",""Holden, Norman E. [Brookhaven National Lab. (BNL), Upton, NY (United States). National Nuclear Data Center] (ORCID:0000000219884729)""",2020-10-01T00:00:00Z,"""Brookhaven National Lab. (BNL), Upton, NY (United States)""",Journal Article,Accepted Manuscript,Pure and Applied Chemistry (Online)
"""Wang, Chenxu [Peking Univ., Beijing (China)] (ORCID:0000000292667333)"",""Tracy, Cameron L. [Harvard Univ., Cambridge, MA (United States)] (ORCID:0000000206798522)"",""Ewing, Rodney C. [Stanford Univ., CA (United States)] (ORCID:0000000194724031)""",2020-12-07T00:00:00Z,"""SLAC National Accelerator Lab., Menlo Park, CA (United States)""",Journal Article,Accepted Manuscript,Applied Physics Reviews
"""Feng, Xu [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States). Dept. of Chemistry]"",""Onel, Oznur [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States). Dept. of Mining and Minerals Engineering]"",""Council-Troche, McAlister [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States). Virginia-Maryland College of Veterinary Medicine]"",""Noble, Aaron [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States). Dept. of Mining and Minerals Engineering]"",""Yoon, Roe-Hoan [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States). Dept. of Mining and Minerals Engineering]"",""Morris, John R. [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States). Dept. of Chemistry]""",2020-11-12T00:00:00Z,"""Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States)""",Journal Article,Accepted Manuscript,Applied Clay Science
"""Pike, Jeffrey A. [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]"",""Danielson, Thomas L. [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]"",""Whiteside, Tad [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]"",""Mayer, B. [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States)]"",""Muralidhar, N. [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States)]"",""Self, N. [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States)]"",""Butler, P. [Virginia Polytechnic Inst. and State Univ. (Virginia Tech), Blacksburg, VA (United States)]""",2021-01-03T00:00:00Z,"""Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)""",Technical Report,,
"""Nizolek, Thomas J. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States); Univ. of California, Santa Barbara, CA (United States)] (ORCID:0000000274175087)"",""Pollock, Tresa M. [Univ. of California, Santa Barbara, CA (United States)]"",""McMeeking, Robert M. [Univ. of California, Santa Barbara, CA (United States); Univ. of Aberdeen, Scotland (United Kingdom); Leibniz Inst. for New Materials (INM), Saarbrucken (Germany)]""",2020-10-28T00:00:00Z,"""Texas A & M Univ., College Station, TX (United States)"",""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,Journal of the Mechanics and Physics of Solids
"""Smith, Frank G. [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]""",2021-02-16T00:00:00Z,"""Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)""",Technical Report,,
,2021-01-01T00:00:00Z,"""USDOE Office of Nuclear Energy, Science and Technology (NE) (United States)""",Program Document,,
"""Hohenberger, M. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000258879711)"",""Casey, D. T. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Kritcher, A. L. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000296941088)"",""Pak, A. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Zylstra, A. B. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Thomas, C. A. [Univ. of Rochester, NY (United States). Lab. for Laser Energetics]"",""Baker, K. L. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Le Pape, S. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Bachmann, B. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Berger, R. L. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000199893336)"",""Biener, J. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Clark, D. S. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000272137538)"",""Divol, L. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Döppner, T. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000257037125)"",""Geppert-Kleinrath, V. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000268695772)"",""Hinkel, D. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Huang, H. [General Atomics, San Diego, CA (United States)]"",""Kong, C. [General Atomics, San Diego, CA (United States)]"",""Landen, O. L. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000214998217)"",""Milovich, J. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Nikroo, A. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000288550378)"",""Rice, N. [General Atomics, San Diego, CA (United States)]"",""Robey, H. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000151698283)"",""Schoff, M. [General Atomics, San Diego, CA (United States)] (ORCID:0000000208029356)"",""Sevier, J. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Sequoia, K. [General Atomics, San Diego, CA (United States)]"",""Stadermann, M. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Strozzi, D. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000188143791)"",""Volegov, P. L. [Los Alamos National Laboratory, Los Alamos, New Mexico 87545, USA] (ORCID:0000000303617500)"",""Weber, C. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000312331694)"",""Wild, C. [Diamond Materials GmbH, Freiburg (Germany)]"",""Woodworth, B. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000209531372)"",""Callahan, D. A. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000315498916)"",""Hurricane, O. A. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000286005448)""",2020-11-04T00:00:00Z,"""Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)""",Journal Article,Accepted Manuscript,Physics of Plasmas
"""Straub, Mark D. [Univ. of California, Berkeley, CA (United States); Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000285563034)"",""Arnold, John [Univ. of California, Berkeley, CA (United States)] (ORCID:000000019671227X)"",""Fessenden, Julianna [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Kiplinger, Jaqueline L. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000305127062)""",2020-09-14T00:00:00Z,"""Nuclear Science and Security Consortium (NSSC)"",""Univ. of California, Berkeley, CA (United States)"",""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)"",""Defense Threat Reduction Agency (DTRA)""",Journal Article,Accepted Manuscript,Analytical Chemistry
"""Aleman, Sebastian E. [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]"",""Hamm, Luther L. [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]"",""Butcher, Byron T. [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]""",2021-01-21T00:00:00Z,"""Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)""",Technical Report,,
